diff_x,diff_y,euclidean_distance,pos_DI,pos_Edge,pos_ILB,pos_Other,num_blitzing_rushers,numExpectedRushers,blitzers_vs_expected,isExpectedRusher,num_non_expected_rushers,has_non_expected_rusher,potential_rushers,numOtherPassRushersOnRusherSide,propOtherPassRushersOnRusherSide,numExpectedRushersOnRusherSide,propExpectedRushersOnRusherSide,down_1,down_2,down_3-4,relativeYardLine,yardsToGo,defendersInBox,quarter,half,secondsLeftInHalf,secondsLeftInGame,winningBy
1.1999999999999957,-5.129999999999999,5.268481754737315,0,1,0,0,5,5,0,1,0,0,5,1,0.25,1,0.25,0,0,1,33,2,6.0,1,1,1713,3513,0.0
1.7999999999999972,8.610000000000003,8.796141199412391,0,1,0,0,5,5,0,1,0,0,5,2,0.5,2,0.5,0,0,1,33,2,6.0,1,1,1713,3513,0.0
1.25,1.1600000000000001,1.7053152201279387,1,0,0,0,5,5,0,1,0,0,5,2,0.5,2,0.5,0,0,1,33,2,6.0,1,1,1713,3513,0.0
1.5799999999999983,-2.09,2.6200190838999617,0,0,1,0,5,5,0,1,0,0,5,1,0.25,1,0.25,0,0,1,33,2,6.0,1,1,1713,3513,0.0
1.6000000000000014,2.650000000000002,3.095561338432824,1,0,0,0,5,5,0,1,0,0,5,2,0.5,2,0.5,0,0,1,33,2,6.0,1,1,1713,3513,0.0
-1.9300000000000068,-2.7300000000000004,3.343321701541751,1,0,0,0,5,4,1,1,1,1,5,2,0.5,1,0.3333333333333333,1,0,0,2,10,6.0,1,1,1698,3498,0.0
-1.5200000000000102,-4.669999999999998,4.9111403970971965,0,1,0,0,5,4,1,1,1,1,5,2,0.5,1,0.3333333333333333,1,0,0,2,10,6.0,1,1,1698,3498,0.0
-1.5300000000000011,3.780000000000001,4.077903873315311,0,1,0,0,5,4,1,1,1,1,5,1,0.25,1,0.3333333333333333,1,0,0,2,10,6.0,1,1,1698,3498,0.0
-0.75,0.9299999999999997,1.1947384651043924,1,0,0,0,5,4,1,1,1,1,5,1,0.25,1,0.3333333333333333,1,0,0,2,10,6.0,1,1,1698,3498,0.0
-3.25,-8.799999999999999,9.380964769148212,0,0,0,1,5,4,1,0,1,1,5,2,0.5,2,0.5,1,0,0,2,10,6.0,1,1,1698,3498,0.0
-2.3500000000000085,2.219999999999999,3.2327851769024236,0,0,1,0,4,3,1,1,1,1,4,0,0.0,0,0.0,0,1,0,34,6,6.0,1,1,1643,3443,0.0
-1.3799999999999955,-5.100000000000001,5.283407991060316,0,1,0,0,4,3,1,1,1,1,4,2,0.6666666666666666,1,0.5,0,1,0,34,6,6.0,1,1,1643,3443,0.0
-4.980000000000004,-1.3500000000000014,5.15973836546002,0,0,1,0,4,3,1,0,1,1,4,2,0.6666666666666666,2,0.6666666666666666,0,1,0,34,6,6.0,1,1,1643,3443,0.0
-2.299999999999997,-0.8599999999999994,2.455524383914765,1,0,0,0,4,3,1,1,1,1,4,2,0.6666666666666666,1,0.5,0,1,0,34,6,6.0,1,1,1643,3443,0.0
-1.0900000000000034,-1.8399999999999999,2.138621051051356,1,0,0,0,5,4,1,1,1,1,5,0,0.0,0,0.0,1,0,0,61,10,6.0,1,1,1496,3296,0.0
-1.3999999999999986,2.6700000000000017,3.0147802573321996,1,0,0,0,5,4,1,1,1,1,5,3,0.75,2,0.6666666666666666,1,0,0,61,10,6.0,1,1,1496,3296,0.0
-1.7100000000000009,4.689999999999998,4.992013621776285,0,1,0,0,5,4,1,1,1,1,5,3,0.75,2,0.6666666666666666,1,0,0,61,10,6.0,1,1,1496,3296,0.0
-1.5200000000000031,0.3999999999999986,1.5717506163510826,1,0,0,0,5,4,1,1,1,1,5,3,0.75,2,0.6666666666666666,1,0,0,61,10,6.0,1,1,1496,3296,0.0
-3.539999999999999,8.270000000000003,8.99580457769065,0,0,0,1,5,4,1,0,1,1,5,3,0.75,3,0.75,1,0,0,61,10,6.0,1,1,1496,3296,0.0
-1.1899999999999977,6.460000000000001,6.568690889362964,0,1,0,0,5,7,-2,1,0,0,7,2,0.5,2,0.3333333333333333,0,0,1,56,15,7.0,1,1,1486,3286,0.0
-1.8900000000000006,-0.07000000000000028,1.891295852054882,0,0,1,0,5,7,-2,1,0,0,7,1,0.25,3,0.5,0,0,1,56,15,7.0,1,1,1486,3286,0.0
-1.6599999999999966,2.030000000000001,2.622308143601738,0,0,1,0,5,7,-2,1,0,0,7,2,0.5,2,0.3333333333333333,0,0,1,56,15,7.0,1,1,1486,3286,0.0
